y,x,subj,dotmode
0.06075576479989976,416.6666666666667,ALL,2d
0.07108371780569754,416.6666666666667,ALL,2d
0.0631230447127595,416.6666666666667,ALL,2d
0.07281609244992729,416.6666666666667,ALL,2d
0.06672611922903765,416.6666666666667,ALL,2d
0.06518921367730056,583.3333333333334,ALL,2d
0.06191169390254654,583.3333333333334,ALL,2d
0.06474823438532191,583.3333333333334,ALL,2d
0.06331693688752707,583.3333333333334,ALL,2d
0.06916559320733455,583.3333333333334,ALL,2d
0.07164750916036408,583.3333333333334,ALL,2d
0.06829346696254714,583.3333333333334,ALL,2d
0.06572462812877944,583.3333333333334,ALL,2d
0.07056123037322659,583.3333333333334,ALL,2d
0.06887817561911225,583.3333333333334,ALL,2d
0.06297332548032863,583.3333333333334,ALL,2d
0.045073944081186396,833.3333333333334,ALL,2d
0.045287686790608905,833.3333333333334,ALL,2d
0.045404095611834915,833.3333333333334,ALL,2d
0.04728574296503485,833.3333333333334,ALL,2d
0.05336212822154292,833.3333333333334,ALL,2d
0.05540804458219831,833.3333333333334,ALL,2d
0.05829928015399544,833.3333333333334,ALL,2d
0.03920147323030247,833.3333333333334,ALL,2d
0.04933715416930333,833.3333333333334,ALL,2d
0.052288536242966026,833.3333333333334,ALL,2d
0.05292819578115863,833.3333333333334,ALL,2d
